id,argument,result
435,0.430153,0.41701
438,4.65472,-0.998337
440,2.06173,0.881895
441,2.79334,0.341253
442,0.306976,0.302177
444,4.94168,-0.973828
446,2.0689,0.87849
449,5.14464,-0.908027
452,2.9252,0.214705
454,1.36466,0.978829
458,5.94357,-0.333126
459,3.74314,-0.565921
461,0.463521,0.4471
462,4.43842,-0.962704
464,1.21722,0.93814
468,2.10208,0.862157
470,4.67765,-0.999397
482,2.35206,0.710023
488,1.06517,0.87487
489,4.47366,-0.97164
490,4.77357,-0.998129
491,5.30398,-0.830054
492,5.16504,-0.899292
493,1.92799,0.936883
494,1.0568,0.870785
496,4.60082,-0.993783
498,4.79158,-0.996866
500,4.88703,-0.98479
502,4.78418,-0.997424
504,4.86803,-0.987913
506,2.77102,0.362148
508,1.6877,0.993174
511,2.89712,0.242045
514,1.50827,0.998046
515,2.57157,0.539649
517,1.37839,0.981547
522,5.94943,-0.327596
523,0.256466,0.253664
526,5.31863,-0.821796
529,3.65071,-0.487405
531,3.65065,-0.487358
533,1.01649,0.850268
536,0.0944045,0.0942644
537,1.76453,0.981292
539,5.1254,-0.915915
542,5.74903,-0.509114
545,2.40108,0.674664
559,4.5932,-0.992906
563,4.45471,-0.966985
566,6.19517,-0.0878985
571,5.58177,-0.6453
574,1.19547,0.930389
577,5.53079,-0.683392
579,2.00375,0.90773
582,1.67387,0.994693
583,5.07575,-0.934709
586,4.91664,-0.979213
591,1.09091,0.887046
593,4.51968,-0.981489
595,5.88988,-0.383241
598,4.75492,-0.999096
606,1.80358,0.973027
608,1.2017,0.932653
609,2.36669,0.699647
610,0.241436,0.239097
611,2.96711,0.173597
613,3.0086,0.132598
616,4.8111,-0.995132
618,0.50259,0.481697
621,5.73171,-0.523944
622,2.0286,0.897025
625,4.5033,-0.978221
627,4.13675,-0.838846
631,0.720583,0.659823
638,1.28876,0.960492
641,2.36333,0.702041
644,1.82169,0.968691
647,1.64568,0.997197
650,3.02381,0.117508
653,0.723321,0.661878
656,0.974,0.82714
657,1.37196,0.980296
659,4.27192,-0.904553
660,1.42822,0.989853
662,4.20179,-0.87245
664,5.28547,-0.840235
666,0.24394,0.241528
668,3.16122,-0.0196224
669,0.624758,0.584901
672,1.91176,0.942433
676,5.98023,-0.298346
683,3.6013,-0.443689
708,0.844632,0.747727
710,3.56725,-0.412917
711,2.45625,0.632941
714,4.07137,-0.801486
716,1.13856,0.908029
717,0.312637,0.307569
719,4.68107,-0.99951
721,5.78775,-0.475414
723,3.32232,-0.179748
725,6.25184,-0.0313358
727,2.6918,0.434775
729,2.83171,0.304944
731,4.06328,-0.796625
732,5.71405,-0.538902
734,5.55852,-0.662882
735,0.795774,0.714406
736,2.74062,0.390313
738,4.80575,-0.995645
741,2.78611,0.348045
744,3.55655,-0.403149
746,2.40071,0.674939
749,1.08633,0.884923
750,2.79017,0.34423
753,3.20813,-0.0664887
754,1.18675,0.927157
757,0.0696636,0.0696073
760,1.55672,0.999901
762,0.776348,0.700678
765,0.79414,0.713261
767,0.433254,0.419826
771,1.44773,0.992437
774,1.51303,0.998332
776,4.21296,-0.877856
778,0.413583,0.401893
781,5.95311,-0.324111
784,3.03673,0.104668
785,6.15794,-0.124913
788,3.66215,-0.497363
791,3.16771,-0.0261097
795,2.41781,0.66222
798,1.36114,0.978102
801,0.575189,0.543993
802,5.04305,-0.945827
804,0.139299,0.138849
806,3.41474,-0.269761
807,5.56819,-0.655617
810,2.61074,0.506267
813,3.02771,0.113636
816,0.389043,0.379303
820,2.65192,0.470341
823,0.0489895,0.0489699
825,3.22958,-0.0878708
827,3.14079,0.000799211
830,1.48263,0.996116
831,3.22867,-0.0869668
841,4.21857,-0.880529
844,0.356053,0.348578
861,2.97948,0.161402
864,4.6407,-0.997431
867,1.94679,0.930144
868,4.68612,-0.999655
869,5.26686,-0.850178
870,0.912471,0.791018
871,3.55624,-0.402866
872,1.01857,0.851359
873,4.29638,-0.914708
874,1.49767,0.997328
875,5.43722,-0.748609
877,2.68963,0.436734
879,3.79139,-0.605022
881,1.64008,0.997601
883,5.61026,-0.623275
885,0.905722,0.786871
888,3.75642,-0.576814
891,5.0043,-0.957696
894,4.92702,-0.977055
896,0.780583,0.703694
900,4.13471,-0.83773
903,1.69239,0.992616
905,2.88452,0.254251
907,2.05538,0.884867
909,1.64406,0.997317
912,0.940623,0.807925
915,1.76793,0.980633
920,1.16273,0.917892
931,1.94596,0.930449
939,2.16367,0.829336
942,1.64574,0.997193
946,4.11181,-0.825009
949,4.64308,-0.997599
952,4.97177,-0.966549
954,3.94062,-0.716679
955,5.97229,-0.305912
956,3.59677,-0.439625
957,1.17354,0.922125
960,5.52515,-0.687497
962,3.95005,-0.72322
964,2.10352,0.861425
966,3.9689,-0.736113
968,1.42121,0.988833
970,4.9377,-0.974725
972,1.17523,0.922777
974,3.4555,-0.308773
976,5.09741,-0.92679
977,1.13663,0.907221
979,2.82581,0.310558
982,2.64444,0.476925
985,0.769271,0.695612
987,4.79439,-0.99664
990,3.34582,-0.202808
992,6.14896,-0.133827
995,5.68687,-0.561598
1000,4.15443,-0.84834
1001,2.82375,0.312522
1003,0.230955,0.228908
1007,4.5274,-0.982938
1008,2.07496,0.875579
1012,4.99195,-0.961176
1014,3.39694,-0.252584
1016,0.429798,0.416687
1018,1.53688,0.999425
1024,0.581286,0.549099
1026,0.520839,0.497608
1051,4.85884,-0.989295
1052,4.07475,-0.803503
1054,5.40785,-0.767759
1055,0.84004,0.74467
1056,2.97386,0.166942
1064,4.52977,-0.983371
1066,6.11817,-0.164266
1078,4.49791,-0.977086
1079,0.242677,0.240302
1080,2.34717,0.713461
1081,2.03161,0.89569
1082,1.321,0.968962
1084,0.575359,0.544136
1086,4.25517,-0.897283
1088,0.928888,0.800955
1091,0.26895,0.265719
1093,5.91687,-0.358175
1095,5.97752,-0.300932
1097,3.58598,-0.429903
1099,2.08786,0.869275
1101,3.57063,-0.415996
1103,2.47957,0.614716
1104,6.16695,-0.115971
1106,4.43344,-0.961345
1109,4.64826,-0.997945
1114,4.65566,-0.998391
1117,5.27616,-0.845247
1121,4.61837,-0.995584
1126,3.96913,-0.736264
1128,3.37487,-0.231168
1131,3.64232,-0.480065
1133,6.0032,-0.276338
1137,1.18365,0.925989
1138,2.28239,0.757322
1140,2.68123,0.444272
1141,0.322405,0.316849
1144,5.67172,-0.574067
1145,5.41865,-0.760795
1150,1.9516,0.928366
1151,1.80438,0.972843
1154,2.02772,0.897416
1156,6.11798,-0.164451
1160,3.54733,-0.394693
1163,5.9884,-0.290533
1164,2.3882,0.684114
1171,5.9367,-0.339594
1173,4.47899,-0.972887
1176,4.52932,-0.98329
1178,5.84612,-0.423282
1182,2.47645,0.61717
1183,5.48527,-0.7159
1185,3.93262,-0.711073
1187,2.52512,0.578163
1188,2.18857,0.81517
1191,4.71163,-1
1193,5.8005,-0.464157
1198,1.05865,0.871694
1200,3.9351,-0.712819
1202,5.20274,-0.882168
1204,2.26605,0.767893
1205,2.04395,0.890136
1208,1.39785,0.985081
1209,4.4526,-0.966444
1211,1.54159,0.999574
1213,5.04308,-0.945819
1214,4.68379,-0.999591
1218,0.250312,0.247706
1221,6.23709,-0.0460801
1237,2.94535,0.194987
1238,0.129801,0.129437
1241,1.191,0.92874
1244,0.745573,0.678393
1246,2.24219,0.782954
1248,2.04376,0.890224
1251,1.59043,0.999807
1252,0.555656,0.527501
1253,5.56525,-0.657833
1254,2.17055,0.825476
1256,3.0573,0.0841927
1258,4.59038,-0.992566
1260,1.82705,0.967347
1262,3.80209,-0.613506
1264,5.25319,-0.857294
1267,1.48778,0.996556
1270,5.68626,-0.562098
1274,4.32052,-0.924196
1287,4.84313,-0.991466
1289,3.37805,-0.234258
1293,4.25776,-0.898423
1297,0.547201,0.520299
1309,0.79292,0.712405
1310,5.16609,-0.898831
1313,1.44064,0.991542
1314,5.52773,-0.685623
1316,4.29484,-0.914087
1319,4.66209,-0.998735
1322,1.84475,0.962709
1324,4.98575,-0.962869
1326,1.58298,0.999926
1328,3.18275,-0.0411453
1331,2.8192,0.316837
1334,3.95629,-0.727518
1335,5.57732,-0.648695
1340,1.00463,0.843966
1342,2.15674,0.833191
1345,2.4167,0.663056
1354,0.353527,0.346209
1356,4.76543,-0.998593
1357,3.82886,-0.634424
1360,3.70318,-0.532528
1362,1.56449,0.99998
1364,4.00278,-0.758619
1365,4.17945,-0.861316
1367,3.98755,-0.748609
1368,3.83825,-0.641657
1370,0.472751,0.455337
1372,1.28626,0.959791
1373,5.21816,-0.8748
1375,1.19709,0.930981
1377,5.22951,-0.869245
1378,4.42125,-0.957917
1381,1.31786,0.968182
1382,2.83268,0.304024
1383,2.28319,0.756798
1385,3.59803,-0.44075
1387,2.34258,0.716665
1389,4.07504,-0.803679
1390,0.732876,0.66901
1392,0.567425,0.537463
1394,4.59626,-0.993264
1395,2.36275,0.702458
1396,5.76369,-0.496446
1401,0.579469,0.54758
1447,1.07495,0.879566
1448,0.0867268,0.0866181
1451,1.07603,0.880078
1453,5.54882,-0.670117
1455,0.948001,0.812251
1457,2.28989,0.752405
1460,1.83872,0.964324
1462,6.02947,-0.251003
1467,6.1235,-0.159009
1468,2.60616,0.510213
1471,1.17168,0.921406
1474,0.873718,0.766721
1478,4.52183,-0.981898
1481,3.45981,-0.312879
1482,5.53869,-0.6776
1484,1.44254,0.991786
1486,4.02828,-0.774982
1488,4.21116,-0.876993
1489,2.78799,0.346283
1491,0.065914,0.0658663
1493,4.70725,-0.999987
1496,6.26454,-0.0186479
1497,5.95917,-0.318375
1502,3.17491,-0.033307
1505,1.86161,0.958012
1509,2.80708,0.328306
1510,5.24932,-0.859283
1514,0.24985,0.247258
1516,0.513727,0.491426
1518,4.86495,-0.988385
1521,5.79114,-0.472427
1523,5.47394,-0.72377
1524,4.32955,-0.927609
1526,0.696646,0.641649
1528,3.70931,-0.537713
1530,2.59171,0.522587
1531,1.21444,0.937174
1534,1.81282,0.970855
1536,1.66251,0.995797
1539,3.08046,0.0610988
1544,4.5713,-0.990064
1546,0.974255,0.827283
1548,5.75401,-0.504826
1563,2.12514,0.850248
1565,1.40723,0.986653
1566,2.28014,0.758787
1568,4.49399,-0.976246
1576,3.18128,-0.0396769
1578,5.26036,-0.853584
1580,3.29365,-0.151475
1581,0.94488,0.810426
1584,3.09346,0.0481155
1597,1.16665,0.91944
1598,0.25541,0.252642
1603,3.44831,-0.301929
1607,5.73876,-0.517927
1610,0.882451,0.772298
1611,3.22726,-0.0855659
1614,4.06625,-0.798414
1616,1.42542,0.989452
1618,0.809846,0.724181
1620,4.94107,-0.973967
1624,4.82496,-0.99367
1627,0.573715,0.542756
1628,5.92511,-0.350471
1630,5.45317,-0.73794
1632,1.10238,0.892285
1634,0.622679,0.583213
1636,5.23434,-0.866848
1638,2.30848,0.740027
1640,4.047,-0.786677
1642,5.25279,-0.857502
1645,0.452666,0.437364
1648,4.38816,-0.947896
1649,5.06831,-0.937327
1653,0.563584,0.534219
1656,1.07919,0.881576
1659,5.91346,-0.361356
1661,2.00148,0.908682
1664,4.88835,-0.984558
1677,5.64539,-0.595429
1679,5.21272,-0.877425
1681,1.58368,0.999917
1685,5.86336,-0.407603
1687,1.47947,0.995832
1690,3.35729,-0.214028
1692,1.35588,0.976994
1694,5.47432,-0.723505
1696,0.651377,0.606282
1698,0.865476,0.761404
1700,4.47057,-0.970904
1702,1.4488,0.992568
1704,5.1789,-0.893141
1705,0.0952951,0.095151
1707,1.12083,0.90046
1708,5.8822,-0.390323
1710,0.0565154,0.0564853
1713,1.3285,0.97079
1714,3.25736,-0.115511
1715,2.54452,0.562221
1716,6.28013,-0.00305512
1718,3.84212,-0.644624
1720,4.56011,-0.988428
1722,3.44684,-0.300534
1727,2.34541,0.714694
1737,2.44201,0.643901
1740,5.80572,-0.459529
1742,0.196037,0.194784
1745,0.717533,0.657528
1748,2.04201,0.891018
1751,0.44122,0.427043
1761,5.464,-0.730591
1763,1.79074,0.975909
1765,1.32653,0.970315
1771,4.66415,-0.998837
1774,4.96251,-0.968883
1775,5.70226,-0.548797
1777,3.23213,-0.0904094
1779,1.09988,0.891154
1783,1.90704,0.944001
1785,0.967767,0.823621
1787,2.70016,0.427231
1788,3.78123,-0.596907
1790,2.30655,0.741326
1791,5.2338,-0.867118
1792,2.53484,0.570202
1793,0.0901038,0.0899819
1795,5.8928,-0.380544
1800,4.75067,-0.999267
1809,6.10946,-0.172853
1812,2.69147,0.435074
1815,1.94639,0.930291
1817,4.9611,-0.96923
1820,0.593961,0.559648
1822,1.85102,0.960995
1824,4.6928,-0.999808
1826,1.97841,0.918069
1832,5.12617,-0.915609
1833,4.01945,-0.769371
1839,1.55125,0.999809
1840,3.32037,-0.177823
1841,5.14198,-0.909138
1842,2.74165,0.389367
1844,5.60491,-0.62745
1847,1.42754,0.989756
1849,0.405534,0.394509
1851,1.10277,0.892462
1860,0.877676,0.769256
1862,1.88758,0.950243
1864,4.04499,-0.785434
1867,1.91605,0.94099
1869,4.67281,-0.999217
1871,4.66993,-0.999099
1873,3.617,-0.457699
1876,1.07676,0.880427
1877,3.40058,-0.256105
1879,1.23941,0.945593
1881,1.56115,0.999954
1884,1.01606,0.850039
1886,0.478451,0.460405
1888,0.144049,0.143552
1889,1.15488,0.914747
1890,4.7296,-0.999852
1891,5.20894,-0.879231
1892,3.32578,-0.183151
1893,2.06495,0.880372
1895,5.01299,-0.955157
1896,1.70848,0.990537
1897,1.28156,0.958462
1899,3.70306,-0.532425
1901,0.266003,0.262877
1902,2.64734,0.474377
1904,5.54015,-0.676524
1906,2.65619,0.466567
1911,1.13464,0.906384
1917,2.20889,0.803235
1920,5.78496,-0.477869
1923,2.05934,0.883016
1926,4.32501,-0.925901
1928,4.94417,-0.973258
1930,3.08557,0.0559979
1935,3.4008,-0.256311
1938,1.13743,0.907557
1939,0.0482411,0.0482223
1940,6.12628,-0.156263
1941,1.06703,0.87577
1943,1.24272,0.946663
1944,3.60367,-0.445813
1946,1.01338,0.848625
1948,5.11346,-0.920643
1959,4.36533,-0.940376
1961,5.31475,-0.824002
1962,0.614016,0.576155
1963,5.17378,-0.895432
1966,1.14739,0.911695
1968,6.10485,-0.177396
1970,3.88387,-0.675964
1972,3.38473,-0.240745
1974,2.96894,0.171791
1977,1.69891,0.991805
1980,4.28406,-0.909662
1982,1.2771,0.95718
1992,1.89157,0.948992
1995,5.5322,-0.682361
1997,3.00866,0.132542
2000,2.40903,0.668776
2002,0.158341,0.15768
2004,3.09005,0.0515166
2006,1.37967,0.981791
2009,4.24063,-0.890769
2011,1.2495,0.948825
2014,1.24698,0.948027
2017,0.859879,0.757764
2019,1.1941,0.929886
2022,6.15287,-0.12995
2026,0.159016,0.158347
2029,0.0435257,0.043512
2033,2.8184,0.317598
2038,3.59849,-0.441168
2039,0.388679,0.378966
2041,0.864351,0.760674
2043,4.68151,-0.999523
2046,1.75675,0.982759
2048,5.29307,-0.836088
2051,1.85168,0.960812
2054,4.12822,-0.834169
2057,0.382858,0.373573
2059,2.31293,0.737031
2063,2.25277,0.776332
2065,5.73434,-0.5217
2075,3.55357,-0.400426
2079,0.768345,0.694946
2082,1.51901,0.99866
2084,0.854417,0.754188
2087,5.09481,-0.927764
2089,2.16419,0.82905
2092,1.9265,0.9374
2108,1.01484,0.849398
2110,0.195053,0.193819
2111,0.472777,0.45536
2114,6.22525,-0.0579017
2117,0.790068,0.710401
2120,4.19272,-0.867985
2121,5.02912,-0.95026
2122,2.31416,0.736197
2123,5.88206,-0.390457
2125,5.20978,-0.878829
2127,2.1268,0.849371
2128,3.96209,-0.731487
2130,3.5794,-0.423951
2132,3.28701,-0.14491
2134,0.662639,0.615199
2135,1.53892,0.999492
2137,1.25083,0.949247
2139,3.29921,-0.156963
2141,6.10217,-0.18003
2143,5.01385,-0.954904
2145,3.41809,-0.272989
2158,4.59686,-0.993334
2160,4.71416,-0.999998
2163,4.83491,-0.992504
2166,3.15847,-0.0168725
2168,2.18974,0.814494
2171,3.44109,-0.295036
2173,1.1159,0.898305
2177,0.35735,0.349792
2192,1.33515,0.972363
2194,0.691664,0.637819
2195,2.82426,0.312035
2196,5.46813,-0.727761
2197,5.70352,-0.547745
2199,5.18626,-0.889809
2201,2.63433,0.485784
2204,5.27949,-0.843462
2206,5.61305,-0.621092
2209,0.7901,0.710424
2214,4.06215,-0.795941
2215,1.46786,0.994707
2217,5.25236,-0.857722
2219,1.87223,0.954912
2221,4.15798,-0.850212
2223,0.835448,0.741597
2225,3.62129,-0.461508
2229,4.38221,-0.945983
2233,1.94147,0.932082
2237,2.63658,0.483819
2240,4.86999,-0.987607
2241,1.54965,0.999776
2250,6.15808,-0.124777
2251,1.10321,0.892657
2253,2.12079,0.852529
2265,5.98176,-0.29688
2267,6.26598,-0.0172069
2269,4.64487,-0.997721
2277,3.97559,-0.740621
2281,4.08736,-0.810948
2282,2.20368,0.806325
2285,3.01464,0.126612
2287,3.42561,-0.280217
2292,0.732551,0.668768
2295,2.04535,0.889497
2297,4.73646,-0.99971
2298,0.722368,0.661163
2300,2.02257,0.899675
2302,6.15701,-0.125845
2304,3.77179,-0.589306
2309,4.70002,-0.999923
2312,0.228459,0.226476
2324,0.331398,0.325365
2328,0.274234,0.27081
2331,4.32919,-0.927473
2334,3.50523,-0.355679
2337,0.657635,0.611247
2362,1.52517,0.998959
2373,0.511546,0.489526
2376,0.611448,0.574054
2377,2.18507,0.81719
2380,3.75064,-0.572088
2382,2.57211,0.539192
2384,6.22667,-0.0564805
2386,4.01464,-0.766288
2388,2.46199,0.628488
2399,3.14121,0.000377758
2401,2.8464,0.290929
2404,3.66254,-0.497704
2409,0.142452,0.141971
2412,6.04378,-0.237122
2414,3.9022,-0.689362
2417,5.10236,-0.924922
2419,1.21157,0.936169
2421,1.90242,0.945516
2423,3.09399,0.0475843
2425,2.42709,0.655243
2427,3.02116,0.120142
2429,0.35786,0.350271
2432,1.08453,0.884084
2434,2.68887,0.437414
2437,4.83271,-0.99277
2439,6.23157,-0.0515968
2442,0.0436734,0.0436595
2445,4.62472,-0.99616
2447,0.420887,0.408571
2451,2.54757,0.559701
2453,0.0126099,0.0126095
2454,6.17813,-0.104867
2456,5.86525,-0.405874
2459,0.390128,0.380307
2460,3.36574,-0.222277
2461,3.85469,-0.654182
2463,1.4895,0.996697
2465,3.92506,-0.705737
2467,4.37772,-0.94452
2475,1.41305,0.987583
2479,2.62423,0.49459
2489,6.10369,-0.178535
2491,5.0288,-0.950358
2494,6.26106,-0.0221283
2497,4.97547,-0.965594
2498,5.54199,-0.675173
2500,1.35605,0.97703
2502,3.20387,-0.062233
2505,0.852874,0.753174
2507,2.3936,0.680167
2512,4.66147,-0.998704
2514,3.76233,-0.581637
2515,2.05828,0.883513
2517,0.120286,0.119996
2521,2.91314,0.226471
2523,5.33131,-0.814506
2524,4.12741,-0.833721
2526,1.20389,0.933442
2528,1.87094,0.955293
2538,0.804517,0.720496
2541,4.69674,-0.999878
2544,1.55651,0.999898
2545,3.99742,-0.755112
2549,1.1808,0.924911
2552,2.04004,0.89191
2553,0.863342,0.760018
2555,3.7335,-0.557944
2560,1.72529,0.988089
2563,0.0274897,0.0274863
2565,5.11782,-0.918932
2568,0.403077,0.39225
2571,1.59553,0.999694
2572,5.92436,-0.35117
2581,0.95331,0.815337
2584,0.415636,0.403772
2586,5.49698,-0.70768
2588,4.84246,-0.991553
2590,3.35773,-0.214458
2592,3.64108,-0.478979
2593,5.16431,-0.89961
2595,5.21524,-0.876212
2596,6.16999,-0.11295
2597,0.6674,0.618946
2598,1.66702,0.995374
2600,3.32499,-0.182374
2602,5.12221,-0.917191
2603,3.81306,-0.622133
2605,3.5529,-0.399805
2606,1.07223,0.878269
2609,3.30992,-0.167532
2610,1.78618,0.976895
2613,1.20102,0.932407
2615,1.76003,0.982148
2617,3.57099,-0.41632
2621,1.20258,0.932969
2626,4.72749,-0.999886
2632,6.07297,-0.208675
2634,1.45546,0.993357
2636,1.12249,0.901183
2637,4.63681,-0.997146
2639,1.66797,0.995283
2640,4.36925,-0.941703
2641,2.89875,0.240459
2642,3.00034,0.140786
2643,6.06085,-0.220512
2646,1.04388,0.864363
2648,5.05499,-0.941886
2649,3.7962,-0.608851
2652,4.12925,-0.834737
2653,4.26222,-0.900375
2662,2.89413,0.244942
2664,3.88037,-0.673386
2666,0.0479293,0.0479109
2669,5.39987,-0.772849
2670,1.54179,0.999579
2671,3.29035,-0.148206
2672,0.36595,0.357837
2673,5.06371,-0.93892
2674,3.85167,-0.651889
2677,4.75473,-0.999104
2679,2.77104,0.362129
2681,0.514961,0.492501
2683,0.889374,0.776678
2685,1.00692,0.845191
2686,1.16876,0.920267
2687,0.517132,0.494389
2689,6.05286,-0.22829
2691,0.0225578,0.0225559
2693,0.55918,0.530491
2695,1.24513,0.947438
2696,1.69136,0.992741
2697,0.17279,0.171932
2698,0.274488,0.271054
2699,0.712695,0.653875
2700,5.92044,-0.354843
2701,1.69801,0.991919
2702,1.29833,0.963111
2704,4.68094,-0.999506
2705,3.81064,-0.620239
2706,1.08507,0.884337
2708,4.26026,-0.899517
2709,4.01389,-0.765808
2710,3.11588,0.0257147
2711,4.53304,-0.98396
2712,6.24279,-0.0403881
2714,3.49683,-0.347814
2716,4.71172,-1
2717,3.14617,-0.00457646
2718,2.04815,0.888216
2721,6.18429,-0.0987349
2722,1.29331,0.961748
2724,0.972571,0.826336
2725,3.25322,-0.1114
2731,1.36426,0.978748
2732,5.46131,-0.732427
2733,0.111493,0.111262
2734,2.47717,0.616608
2743,0.928498,0.800721
2744,1.50827,0.998046
2746,1.49618,0.997218
2748,4.30485,-0.918099
2750,0.719617,0.659097
2751,0.204832,0.203403
2752,3.50076,-0.351494
2753,3.67491,-0.508392
2754,6.00368,-0.27588
2755,4.75434,-0.99912
2757,5.73984,-0.517
2760,3.01856,0.122724
2762,1.03104,0.857832
2764,0.730783,0.667453
2766,0.209768,0.208233
2767,4.46875,-0.970466
2769,5.50919,-0.698997
